Type de sainteté,Titulaire du dossier,Nom,Statut religieux,Statut,Sexe,Id
martyr,oui,Servandus,séculier,laïc,homme,Servandus (2810)
conf.,oui,Servanus,séculier,ecclésiastique,homme,Servanus (2811)
conf.,oui,Servatius,séculier,ecclésiastique,homme,Servatius (2812)
martyr,non,Servilianus,séculier,laïc,homme,Servilianus (2813)
martyr,non,Servio-dei,séculier,laïc,homme,Servio-dei (2814)
conf.,oui,Servulus,séculier,laïc,homme,Servulus (2815)
martyr,oui,Servulus,séculier,laïc,homme,Servulus (2816)
martyr,non,Servus Dei,régulier,ecclésiastique,homme,Servus Dei (2817)
conf.,oui,Severinus,régulier,ecclésiastique,homme,Severinus (2818)
conf.,oui,Severinus,séculier,ecclésiastique,homme,Severinus (2819)
conf.,oui,Severinus,séculier,ecclésiastique,homme,Severinus (2820)
conf.,oui,Severinus,séculier,ecclésiastique,homme,Severinus (2821)
conf.,oui,Severinus,séculier,ecclésiastique,homme,Severinus (2822)
martyr,oui,Severinus,séculier,laïc,homme,Severinus (2823)
conf.,oui,Severus,séculier,ecclésiastique,homme,Severus (2824)
conf.,oui,Severus,régulier,ecclésiastique,homme,Severus (2825)
conf.,oui,Severus,séculier,ecclésiastique,homme,Severus (2826)
martyr,oui,Severus,séculier,ecclésiastique,homme,Severus (2827)
conf.,oui,Severus,séculier,ecclésiastique,homme,Severus (2828)
conf.,oui,Severus,séculier,ecclésiastique,homme,Severus (2829)
conf.,oui,Severus,séculier,ecclésiastique,homme,Severus (2830)
conf.,oui,Severus,séculier,ecclésiastique,homme,Severus (2831)
martyr,oui,Severus,régulier,ecclésiastique,homme,Severus (2832)
martyr,oui,Severus,séculier,laïc,homme,Severus (2833)
conf.,oui,Severus,séculier,ecclésiastique,homme,Severus (2834)
conf.,oui,Sexburga,régulier,laïc,femme,Sexburga (2835)
conf.,oui,Siacrius,séculier,ecclésiastique,homme,Siacrius (2836)
conf.,oui,Siardus,régulier,ecclésiastique,homme,Siardus (2837)
conf.,oui,Sibyllina,régulier,laïc,femme,Sibyllina (2838)
martyr,non,Sicicius,séculier,laïc,homme,Sicicius (2839)
conf.,oui,Sidonius,séculier,ecclésiastique,homme,Sidonius (2840)
conf.,oui,Sidonius,régulier,ecclésiastique,homme,Sidonius (2841)
martyr,oui,Sidronius,séculier,laïc,homme,Sidronius (2842)
conf.,oui,Siffredus,séculier,ecclésiastique,homme,Siffredus (2843)
conf.,oui,Sigfridus,séculier,ecclésiastique,homme,Sigfridus (2844)
conf.,oui,Sigibaldus,séculier,ecclésiastique,homme,Sigibaldus (2845)
conf.,oui,Sigibertus,séculier,laïc,homme,Sigibertus (2846)
conf.,oui,Sigibertus,séculier,laïc,homme,Sigibertus (2847)
conf.,oui,Sigirannus,régulier,ecclésiastique,homme,Sigirannus (2848)
martyr,oui,Sigismundus,séculier,laïc,homme,Sigismundus (2849)
conf.,oui,Silaus,séculier,ecclésiastique,homme,Silaus (2850)
conf.,non,Silvanus,régulier,ecclésiastique,homme,Silvanus (2851)
martyr,non,Silvanus,séculier,ecclésiastique,homme,Silvanus (2852)
conf.,oui,Silvanus,séculier,laïc,homme,Silvanus (2853)
conf.,oui,Silvanus,séculier,ecclésiastique,homme,Silvanus (2854)
conf.,oui,Silverius,séculier,ecclésiastique,homme,Silverius (2855)
conf.,oui,Silvester,séculier,ecclésiastique,homme,Silvester (2856)
conf.,oui,Silvester,régulier,ecclésiastique,homme,Silvester (2857)
conf.,oui,Silvester,séculier,ecclésiastique,homme,Silvester (2858)
conf.,oui,Silvinus,séculier,ecclésiastique,homme,Silvinus (2859)
martyr,oui,Simon,séculier,ecclésiastique,homme,Simon (2860)
conf.,oui,Simon,régulier,ecclésiastique,homme,Simon (2861)
conf.,oui,Simon,régulier,ecclésiastique,homme,Simon (2862)
conf.,oui,Simon,régulier,ecclésiastique,homme,Simon (2863)
conf.,oui,Simon,régulier,laïc,homme,Simon (2864)
conf.,oui,Simon,régulier,ecclésiastique,homme,Simon (2865)
martyr,oui,Simon,séculier,laïc,homme,Simon (2866)
conf.,oui,Simon,régulier,ecclésiastique,homme,Simon (2867)
conf.,oui,Simon,régulier,ecclésiastique,homme,Simon (2868)
martyr,oui,Simon,séculier,laïc,homme,Simon (2869)
conf.,oui,Simon,régulier,ecclésiastique,homme,Simon (2870)
conf.,oui,Simpertus,séculier,ecclésiastique,homme,Simpertus (2871)
conf.,oui,Simplicianus,séculier,ecclésiastique,homme,Simplicianus (2872)
martyr,non,Simplicius,séculier,laïc,homme,Simplicius (2873)
conf.,oui,Simplicius,séculier,ecclésiastique,homme,Simplicius (2874)
conf.,oui,Simplicius,séculier,ecclésiastique,homme,Simplicius (2875)
martyr,oui,Simplicius,séculier,laïc,homme,Simplicius (2876)
martyr,oui,Simplicius,séculier,laïc,homme,Simplicius (2877)
conf.,oui,Sindulfus,régulier,ecclésiastique,homme,Sindulfus (2878)
conf.,non,Sinicius,séculier,ecclésiastique,homme,Sinicius (2879)
conf.,oui,Siricius,séculier,ecclésiastique,homme,Siricius (2880)
martyr,oui,Sisenandus,séculier,ecclésiastique,homme,Sisenandus (2881)
martyr,non,Sisinnius,séculier,ecclésiastique,homme,Sisinnius (2882)
martyr,non,Sisinnius,séculier,laïc,homme,Sisinnius (2883)
conf.,oui,Sisinnius,séculier,ecclésiastique,homme,Sisinnius (2884)
martyr,oui,Sisinnius,séculier,ecclésiastique,homme,Sisinnius (2885)
conf.,oui,Siviardus,régulier,ecclésiastique,homme,Siviardus (2886)
martyr,non,Sixtus,séculier,laïc,homme,Sixtus (2887)
martyr,oui,Sixtus,séculier,ecclésiastique,homme,Sixtus (2888)
martyr,oui,Sixtus,séculier,ecclésiastique,homme,Sixtus (2889)
conf.,oui,Sixtus,séculier,ecclésiastique,homme,Sixtus (2890)
conf.,oui,Sixtus,séculier,ecclésiastique,homme,Sixtus (2891)
conf.,oui,Sollemnis,séculier,ecclésiastique,homme,Sollemnis (2892)
martyr,oui,Solongia,séculier,laïc,femme,Solongia (2893)
martyr,non,Solutor,séculier,laïc,homme,Solutor (2894)
martyr,oui,Sophia,séculier,laïc,femme,Sophia (2895)
martyr,non,Sophia,séculier,laïc,femme,Sophia (2896)
conf.,oui,Sorus,régulier,ecclésiastique,homme,Sorus (2897)
martyr,non,Sosius,séculier,ecclésiastique,homme,Sosius (2898)
conf.,oui,Soter,séculier,ecclésiastique,homme,Soter (2899)
conf.,oui,Speciosus,régulier,ecclésiastique,homme,Speciosus (2900)
conf.,oui,Sperandea,régulier,ecclésiastique,femme,Sperandea (2901)
conf.,oui,Spes,régulier,ecclésiastique,homme,Spes (2902)
martyr,non,Spes,séculier,laïc,femme,Spes (2903)
martyr,oui,Speusippus,séculier,laïc,homme,Speusippus (2904)
conf.,oui,Spyridon,séculier,ecclésiastique,homme,Spyridon (2905)
martyr,oui,Stanislaus,séculier,ecclésiastique,homme,Stanislaus (2906)
conf.,oui,Stanislaus,régulier,ecclésiastique,homme,Stanislaus (2907)
martyr,oui,Stephanus,séculier,ecclésiastique,homme,Stephanus (2908)
martyr,oui,Stephanus,séculier,ecclésiastique,homme,Stephanus (2909)
conf.,oui,Stephanus,séculier,ecclésiastique,homme,Stephanus (2910)
conf.,oui,Stephanus,séculier,ecclésiastique,homme,Stephanus (2911)
conf.,oui,Stephanus,séculier,ecclésiastique,homme,Stephanus (2912)
conf.,oui,Stephanus,séculier,ecclésiastique,homme,Stephanus (2913)
conf.,oui,Stephanus,régulier,ecclésiastique,homme,Stephanus (2914)
martyr,oui,Stephanus,séculier,laïc,homme,Stephanus (2915)
conf.,oui,Stephanus,régulier,ecclésiastique,homme,Stephanus (2916)
conf.,oui,Stephanus,régulier,ecclésiastique,homme,Stephanus (2917)
conf.,oui,Stephanus,séculier,laïc,homme,Stephanus (2918)
martyr,oui,Stephanus,régulier,ecclésiastique,homme,Stephanus (2919)
martyr,non,Stephanus,régulier,ecclésiastique,homme,Stephanus (2920)
conf.,oui,Sturmius,régulier,ecclésiastique,homme,Sturmius (2921)
conf.,oui,Sualo,régulier,ecclésiastique,homme,Sualo (2922)
conf.,oui,Sulpitius,séculier,ecclésiastique,homme,Sulpitius (2923)
conf.,oui,Sulpitius,séculier,ecclésiastique,homme,Sulpitius (2924)
martyr,oui,Sulpitius,séculier,laïc,homme,Sulpitius (2925)
conf.,oui,Sulpitius,séculier,ecclésiastique,homme,Sulpitius (2926)
martyr,oui,Sunniva,séculier,laïc,femme,Sunniva (2927)
martyr,non,Superius,séculier,ecclésiastique,homme,Superius (2928)
conf.,oui,Suranus,régulier,ecclésiastique,homme,Suranus (2929)
martyr,oui,Susanna,séculier,laïc,femme,Susanna (2930)
martyr,non,Susanna,séculier,laïc,femme,Susanna (2931)
martyr,oui,Swibertus,séculier,ecclésiastique,homme,Swibertus (2932)
conf.,oui,Swibertus,régulier,ecclésiastique,homme,Swibertus (2933)
conf.,oui,Swithunus,séculier,ecclésiastique,homme,Swithunus (2934)
conf.,oui,Symeon,régulier,ecclésiastique,homme,Symeon (2935)
martyr,oui,Symeon,séculier,ecclésiastique,homme,Symeon (2936)
conf.,oui,Symeon,séculier,ecclésiastique,homme,Symeon (2937)
conf.,oui,Symeon,régulier,ecclésiastique,homme,Symeon (2938)
martyr,oui,Symeon,séculier,ecclésiastique,homme,Symeon (2939)
conf.,oui,Symeon,régulier,ecclésiastique,homme,Symeon (2940)
conf.,oui,Symeon,régulier,ecclésiastique,homme,Symeon (2941)
conf.,oui,Symeon,régulier,ecclésiastique,homme,Symeon (2942)
conf.,oui,Symmachus,séculier,ecclésiastique,homme,Symmachus (2943)
conf.,oui,Symmachus,séculier,laïc,homme,Symmachus (2944)
martyr,oui,Symmetrius,séculier,ecclésiastique,homme,Symmetrius (2945)
martyr,oui,Symphorianus,séculier,laïc,homme,Symphorianus (2946)
martyr,non,Symphorianus,séculier,laïc,homme,Symphorianus (2947)
martyr,oui,Symphorosa,séculier,laïc,femme,Symphorosa (2948)
martyr,oui,Symphronius,séculier,laïc,homme,Symphronius (2949)
conf.,oui,Syria,séculier,laïc,femme,Syria (2950)
conf.,oui,Syrus,séculier,ecclésiastique,homme,Syrus (2951)
conf.,oui,Syrus,séculier,ecclésiastique,homme,Syrus (2952)
conf.,oui,Talaricanus,séculier,ecclésiastique,homme,Talaricanus (2953)
martyr,oui,Tambaienses,séculier,laïc,homme,Tambaienses (2954)
martyr,oui,Tancha,séculier,laïc,femme,Tancha (2955)
martyr,oui,Tarachus,séculier,laïc,homme,Tarachus (2956)
conf.,oui,Tarahata,régulier,ecclésiastique,femme,Tarahata (2957)
conf.,oui,Tarasius,régulier,ecclésiastique,homme,Tarasius (2958)
martyr,oui,Tarsicius,séculier,laïc,homme,Tarsicius (2959)
conf.,oui,Tarsilla,séculier,laïc,femme,Tarsilla (2960)
conf.,oui,Tatheus,régulier,ecclésiastique,homme,Tatheus (2961)
martyr,oui,Tatiana,séculier,laïc,femme,Tatiana (2962)
conf.,oui,Taurinus,séculier,ecclésiastique,homme,Taurinus (2963)
conf.,oui,Telesphorus,séculier,ecclésiastique,homme,Telesphorus (2964)
conf.,oui,Teliavus,séculier,ecclésiastique,homme,Teliavus (2965)
conf.,oui,Tenenanus,séculier,ecclésiastique,homme,Tenenanus (2966)
martyr,oui,Terentianus,séculier,ecclésiastique,homme,Terentianus (2967)
conf.,oui,Terentius,séculier,ecclésiastique,homme,Terentius (2968)
martyr,oui,Terentius,séculier,laïc,homme,Terentius (2969)
conf.,oui,Ternanus,séculier,ecclésiastique,homme,Ternanus (2970)
martyr,oui,Tertullinus,séculier,ecclésiastique,homme,Tertullinus (2971)
conf.,oui,Tetricus,séculier,ecclésiastique,homme,Tetricus (2972)
conf.,oui,Teuteria,séculier,laïc,femme,Teuteria (2973)
martyr,oui,Thaddaeus,séculier,laïc,homme,Thaddaeus (2974)
conf.,oui,Thais,séculier,laïc,femme,Thais (2975)
martyr,non,Thecla,séculier,laïc,femme,Thecla (2976)
martyr,non,Thecla,séculier,laïc,femme,Thecla (2977)
martyr,non,Thecla,séculier,laïc,femme,Thecla (2978)
martyr,oui,Thecla,séculier,laïc,femme,Thecla (2979)
conf.,oui,Thenew,séculier,laïc,femme,Thenew (2980)
conf.,oui,Theobaldus,régulier,ecclésiastique,homme,Theobaldus (2981)
conf.,oui,Theobaldus,séculier,ecclésiastique,homme,Theobaldus (2982)
conf.,oui,Theobaldus,régulier,ecclésiastique,homme,Theobaldus (2983)
conf.,oui,Theobaldus,régulier,ecclésiastique,homme,Theobaldus (2984)
martyr,non,Theoctistus,séculier,laïc,homme,Theoctistus (2985)
conf.,oui,Theodardus,séculier,ecclésiastique,homme,Theodardus (2986)
martyr,oui,Theodardus,séculier,ecclésiastique,homme,Theodardus (2987)
conf.,oui,Theodericus,régulier,ecclésiastique,homme,Theodericus (2988)
conf.,oui,Theodericus,régulier,ecclésiastique,homme,Theodericus (2989)
conf.,oui,Theodericus,séculier,ecclésiastique,homme,Theodericus (2990)
conf.,oui,Theodericus,séculier,ecclésiastique,homme,Theodericus (2991)
martyr,oui,Theodericus,séculier,ecclésiastique,homme,Theodericus (2992)
conf.,oui,Theodericus,régulier,ecclésiastique,homme,Theodericus (2993)
conf.,oui,Theodgarus,séculier,laïc,homme,Theodgarus (2994)
conf.,oui,Theodora,séculier,laïc,femme,Theodora (2995)
martyr,oui,Theodora,séculier,laïc,femme,Theodora (2996)
martyr,oui,Theodoritus,séculier,ecclésiastique,homme,Theodoritus (2997)
conf.,non,Theodorus,séculier,laïc,homme,Theodorus (2998)
martyr,oui,Theodorus,séculier,laïc,homme,Theodorus (2999)
martyr,oui,Theodorus,séculier,laïc,homme,Theodorus (3000)
conf.,oui,Theodorus,séculier,ecclésiastique,homme,Theodorus (3001)
martyr,oui,Theodorus,séculier,laïc,homme,Theodorus (3002)
conf.,oui,Theodorus,séculier,ecclésiastique,homme,Theodorus (3003)
martyr,oui,Theodorus,séculier,ecclésiastique,homme,Theodorus (3004)
conf.,oui,Theodorus,séculier,ecclésiastique,homme,Theodorus (3005)
conf.,oui,Theodorus,séculier,ecclésiastique,homme,Theodorus (3006)
conf.,oui,Theodorus,régulier,ecclésiastique,homme,Theodorus (3007)
conf.,oui,Theodorus,séculier,ecclésiastique,homme,Theodorus (3008)
martyr,oui,Theodosia,séculier,laïc,femme,Theodosia (3009)
conf.,oui,Theodosius,séculier,ecclésiastique,homme,Theodosius (3010)
conf.,oui,Theodosius,séculier,laïc,homme,Theodosius (3011)
martyr,oui,Theodota,séculier,laïc,femme,Theodota (3012)
conf.,oui,Theodulfus,régulier,ecclésiastique,homme,Theodulfus (3013)
martyr,non,Theodulus,séculier,ecclésiastique,homme,Theodulus (3014)
martyr,oui,Theofredus,régulier,ecclésiastique,homme,Theofredus (3015)
martyr,oui,Theogenes,séculier,laïc,homme,Theogenes (3016)
conf.,oui,Theogerus,séculier,ecclésiastique,homme,Theogerus (3017)
martyr,non,Theonas,séculier,laïc,homme,Theonas (3018)
martyr,oui,Theonestus,séculier,ecclésiastique,homme,Theonestus (3019)
martyr,non,Theonilla,séculier,laïc,femme,Theonilla (3020)
martyr,oui,Theopemptus,séculier,ecclésiastique,homme,Theopemptus (3021)
conf.,oui,Theophanius,séculier,laïc,homme,Theophanius (3022)
martyr,oui,Theophilus,séculier,laïc,homme,Theophilus (3023)
conf.,oui,Theophilus,séculier,laïc,homme,Theophilus (3024)
martyr,non,Theophilus,séculier,laïc,homme,Theophilus (3025)
martyr,non,Theopiste,séculier,laïc,femme,Theopiste (3026)
conf.,oui,Theotonius,régulier,ecclésiastique,homme,Theotonius (3027)
martyr,oui,Therenus,séculier,laïc,homme,Therenus (3028)
conf.,oui,Theudarius,régulier,ecclésiastique,homme,Theudarius (3029)
conf.,oui,Thiadildis,régulier,ecclésiastique,femme,Thiadildis (3030)
martyr,oui,Thiemo,séculier,ecclésiastique,homme,Thiemo (3031)
martyr,oui,Thomas,séculier,laïc,homme,Thomas (3032)
conf.,oui,Thomas,régulier,ecclésiastique,homme,Thomas (3033)
conf.,oui,Thomas,régulier,ecclésiastique,homme,Thomas (3034)
martyr,oui,Thomas,séculier,ecclésiastique,homme,Thomas (3035)
martyr,oui,Thomas,régulier,ecclésiastique,homme,Thomas (3036)
conf.,oui,Thomas,régulier,ecclésiastique,homme,Thomas (3037)
conf.,oui,Thomas,régulier,ecclésiastique,homme,Thomas (3038)
conf.,oui,Thomas,séculier,ecclésiastique,homme,Thomas (3039)
conf.,oui,Thomas,séculier,ecclésiastique,homme,Thomas (3040)
martyr,oui,Thomas,séculier,laïc,homme,Thomas (3041)
martyr,oui,Thomas,régulier,ecclésiastique,homme,Thomas (3042)
conf.,oui,Thomasius,régulier,ecclésiastique,homme,Thomasius (3043)
conf.,oui,Thorlacus,séculier,ecclésiastique,homme,Thorlacus (3044)
conf.,oui,Thorphinus,séculier,ecclésiastique,homme,Thorphinus (3045)
martyr,non,Thyrsus,séculier,ecclésiastique,homme,Thyrsus (3046)
martyr,oui,Thyrsus,séculier,laïc,homme,Thyrsus (3047)
martyr,oui,Thyrsus,séculier,laïc,homme,Thyrsus (3048)
conf.,non,Tibba,régulier,ecclésiastique,femme,Tibba (3049)
martyr,oui,Tiberius,séculier,laïc,homme,Tiberius (3050)
martyr,non,Tiburtius,séculier,laïc,homme,Tiburtius (3051)
martyr,oui,Tiburtius,séculier,laïc,homme,Tiburtius (3052)
conf.,oui,Tigernacus,séculier,ecclésiastique,homme,Tigernacus (3053)
conf.,oui,Tigris,séculier,laïc,femme,Tigris (3054)
conf.,non,Tilbertus,séculier,ecclésiastique,homme,Tilbertus (3055)
conf.,oui,Tillo,régulier,ecclésiastique,homme,Tillo (3056)
martyr,oui,Timotheus,séculier,ecclésiastique,homme,Timotheus (3057)
martyr,oui,Timotheus,séculier,laïc,homme,Timotheus (3058)
martyr,oui,Timotheus,séculier,laïc,homme,Timotheus (3059)
martyr,oui,Timotheus,séculier,laïc,homme,Timotheus (3060)
conf.,oui,Titianus,séculier,ecclésiastique,homme,Titianus (3061)
martyr,oui,Titus,séculier,laïc,homme,Titus (3062)
conf.,oui,Torellus,régulier,ecclésiastique,homme,Torellus (3063)
martyr,oui,Torpes,séculier,laïc,homme,Torpes (3064)
martyr,oui,Torquatus,séculier,ecclésiastique,homme,Torquatus (3065)
martyr,oui,Tranquillinus,séculier,laïc,homme,Tranquillinus (3066)
conf.,non,Tranquillus,régulier,ecclésiastique,homme,Tranquillus (3067)
martyr,oui,Tremorus,séculier,laïc,homme,Tremorus (3068)
conf.,oui,Tresanus,séculier,ecclésiastique,homme,Tresanus (3069)
conf.,oui,Treverius,régulier,ecclésiastique,homme,Treverius (3070)
conf.,oui,Triduana,séculier,laïc,femme,Triduana (3071)
conf.,oui,Troianus,séculier,ecclésiastique,homme,Troianus (3072)
martyr,oui,Trophima,séculier,laïc,femme,Trophima (3073)
conf.,oui,Trophimus,séculier,ecclésiastique,homme,Trophimus (3074)
martyr,oui,Trophimus,séculier,laïc,homme,Trophimus (3075)
conf.,oui,Trudo,régulier,ecclésiastique,homme,Trudo (3076)
martyr,oui,Trudpertus,régulier,ecclésiastique,homme,Trudpertus (3077)
martyr,oui,Tryphon,séculier,laïc,homme,Tryphon (3078)
conf.,oui,Tryphonia,séculier,laïc,femme,Tryphonia (3079)
conf.,oui,Turiavus,séculier,ecclésiastique,homme,Turiavus (3080)
conf.,oui,Turibius,séculier,ecclésiastique,homme,Turibius (3081)
conf.,oui,Turibius,séculier,ecclésiastique,homme,Turibius (3082)
conf.,non,Tusca,séculier,laïc,femme,Tusca (3083)
conf.,oui,Tuscana,régulier,laïc,femme,Tuscana (3084)
conf.,oui,Tutgualus,régulier,ecclésiastique,homme,Tutgualus (3085)
martyr,oui,Typasius,séculier,laïc,homme,Typasius (3086)
martyr,oui,Tyrannio,séculier,ecclésiastique,homme,Tyrannio (3087)
conf.,oui,Ubaldus,séculier,ecclésiastique,homme,Ubaldus (3088)
conf.,oui,Udalricus,séculier,ecclésiastique,homme,Udalricus (3089)
conf.,oui,Udalricus,régulier,ecclésiastique,homme,Udalricus (3090)
conf.,oui,Ulphia,régulier,laïc,femme,Ulphia (3091)
martyr,oui,Urbanus,séculier,ecclésiastique,homme,Urbanus (3092)
conf.,oui,Urbanus,séculier,ecclésiastique,homme,Urbanus (3093)
conf.,oui,Urbanus,séculier,ecclésiastique,homme,Urbanus (3094)
conf.,oui,Urbanus,séculier,ecclésiastique,homme,Urbanus (3095)
conf.,oui,Urbanus,séculier,ecclésiastique,homme,Urbanus (3096)
conf.,oui,Ursicinus,séculier,ecclésiastique,homme,Ursicinus (3097)
martyr,oui,Ursicinus,séculier,laïc,homme,Ursicinus (3098)
conf.,oui,Ursinus,séculier,ecclésiastique,homme,Ursinus (3099)
conf.,oui,Ursius,séculier,laïc,homme,Ursius (3100)
conf.,oui,Ursmarus,séculier,ecclésiastique,homme,Ursmarus (3101)
martyr,oui,Ursula,séculier,laïc,femme,Ursula (3102)
conf.,oui,Ursulina,séculier,laïc,femme,Ursulina (3103)
martyr,non,Ursus,séculier,laïc,homme,Ursus (3104)
conf.,oui,Ursus,séculier,ecclésiastique,homme,Ursus (3105)
conf.,oui,Ursus,séculier,ecclésiastique,homme,Ursus (3106)
conf.,oui,Ursus,régulier,ecclésiastique,homme,Ursus (3107)
conf.,oui,Ursus,séculier,ecclésiastique,homme,Ursus (3108)
martyr,oui,Valens,séculier,ecclésiastique,homme,Valens (3109)
conf.,oui,Valentinus,séculier,ecclésiastique,homme,Valentinus (3110)
conf.,oui,Valentinus,séculier,ecclésiastique,homme,Valentinus (3111)
martyr,oui,Valentinus,séculier,ecclésiastique,homme,Valentinus (3112)
conf.,oui,Valentinus,séculier,ecclésiastique,homme,Valentinus (3113)
martyr,oui,Valentinus,séculier,ecclésiastique,homme,Valentinus (3114)
martyr,oui,Valentinus,séculier,ecclésiastique,homme,Valentinus (3115)
martyr,oui,Valentinus,séculier,ecclésiastique,homme,Valentinus (3116)
martyr,oui,Valeria,séculier,laïc,femme,Valeria (3117)
martyr,non,Valeria,séculier,laïc,femme,Valeria (3118)
conf.,non,Valerianus,séculier,ecclésiastique,homme,Valerianus (3119)
martyr,oui,Valerianus,séculier,laïc,homme,Valerianus (3120)
martyr,oui,Valerianus,séculier,laïc,homme,Valerianus (3121)
conf.,oui,Valericus,régulier,ecclésiastique,homme,Valericus (3122)
conf.,non,Valerius,séculier,ecclésiastique,homme,Valerius (3123)
martyr,non,Valerius,séculier,laïc,homme,Valerius (3124)
conf.,oui,Valerius,séculier,ecclésiastique,homme,Valerius (3125)
conf.,oui,Valerius,séculier,ecclésiastique,homme,Valerius (3126)
conf.,oui,Valerius,séculier,ecclésiastique,homme,Valerius (3127)
martyr,oui,Valerius,séculier,ecclésiastique,homme,Valerius (3128)
conf.,oui,Valerius,régulier,ecclésiastique,homme,Valerius (3129)
conf.,oui,Valerius,séculier,ecclésiastique,homme,Valerius (3130)
martyr,oui,Vamnes,séculier,laïc,homme,Vamnes (3131)
martyr,oui,Vasius,séculier,laïc,homme,Vasius (3132)
conf.,oui,Vedastes,séculier,ecclésiastique,homme,Vedastes (3133)
conf.,oui,Venantius,séculier,ecclésiastique,homme,Venantius (3134)
conf.,oui,Venantius,séculier,ecclésiastique,homme,Venantius (3135)
martyr,oui,Venantius,séculier,laïc,homme,Venantius (3136)
conf.,oui,Venantius,séculier,ecclésiastique,homme,Venantius (3137)
conf.,oui,Venantius,séculier,ecclésiastique,homme,Venantius (3138)
martyr,oui,Venera,séculier,laïc,femme,Venera (3139)
martyr,non,Venerandus,séculier,laïc,homme,Venerandus (3140)
martyr,oui,Venerandus,séculier,laïc,homme,Venerandus (3141)
conf.,oui,Venerius,régulier,ecclésiastique,homme,Venerius (3142)
conf.,oui,Venerius,régulier,ecclésiastique,homme,Venerius (3143)
conf.,non,Ventila,régulier,ecclésiastique,homme,Ventila (3144)
martyr,non,Veranus,séculier,laïc,homme,Veranus (3145)
conf.,oui,Veranus,séculier,ecclésiastique,homme,Veranus (3146)
martyr,oui,Veranus,séculier,laïc,homme,Veranus (3147)
conf.,oui,Veranus,séculier,ecclésiastique,homme,Veranus (3148)
conf.,oui,Verdiana,régulier,laïc,femme,Verdiana (3149)
conf.,oui,Veremundus,régulier,ecclésiastique,homme,Veremundus (3150)
martyr,oui,Verena,régulier,laïc,femme,Verena (3151)
martyr,oui,Verissimus,séculier,laïc,homme,Verissimus (3152)
conf.,oui,Verolus,séculier,ecclésiastique,homme,Verolus (3153)
conf.,oui,Verona,séculier,laïc,femme,Verona (3154)
conf.,oui,Veronica,séculier,laïc,femme,Veronica (3155)
conf.,oui,Veronus,séculier,laïc,homme,Veronus (3156)
conf.,oui,Viator,séculier,laïc,homme,Viator (3157)
conf.,oui,Viator,régulier,ecclésiastique,homme,Viator (3158)
conf.,oui,Vicelinus,séculier,ecclésiastique,homme,Vicelinus (3159)
conf.,oui,Vicinius,séculier,ecclésiastique,homme,Vicinius (3160)
martyr,non,Victor,séculier,laïc,homme,Victor (3161)
conf.,oui,Victor,séculier,ecclésiastique,homme,Victor (3162)
conf.,oui,Victor,séculier,ecclésiastique,homme,Victor (3163)
conf.,oui,Victor,séculier,ecclésiastique,homme,Victor (3164)
martyr,oui,Victor,séculier,laïc,homme,Victor (3165)
martyr,oui,Victor,séculier,laïc,homme,Victor (3166)
martyr,oui,Victor,séculier,laïc,homme,Victor (3167)
martyr,oui,Victor,séculier,laïc,homme,Victor (3168)
martyr,oui,Victor,séculier,laïc,homme,Victor (3169)
martyr,oui,Victor,séculier,laïc,homme,Victor (3170)
martyr,oui,Victor,séculier,laïc,homme,Victor (3171)
martyr,oui,Victor,séculier,laïc,homme,Victor (3172)
martyr,non,Victoria,séculier,laïc,femme,Victoria (3173)
martyr,oui,Victoria,séculier,laïc,femme,Victoria (3174)
martyr,oui,Victoria,séculier,laïc,femme,Victoria (3175)
martyr,non,Victorianus,séculier,laïc,homme,Victorianus (3176)
martyr,non,Victoricus,séculier,laïc,homme,Victoricus (3177)
martyr,non,Victorinus,séculier,laïc,homme,Victorinus (3178)
martyr,non,Victorinus,séculier,laïc,homme,Victorinus (3179)
conf.,non,Victorinus,séculier,ecclésiastique,homme,Victorinus (3180)
martyr,oui,Victorinus,séculier,laïc,homme,Victorinus (3181)
conf.,oui,Victorinus,séculier,ecclésiastique,homme,Victorinus (3182)
martyr,oui,Victorinus,séculier,ecclésiastique,homme,Victorinus (3183)
martyr,non,Victoricus,séculier,laïc,homme,Victoricus (3184)
conf.,oui,Victurius,séculier,ecclésiastique,homme,Victurius (3185)
conf.,oui,Victurnianus,régulier,ecclésiastique,homme,Victurnianus (3186)
conf.,oui,Vigilius,séculier,ecclésiastique,homme,Vigilius (3187)
martyr,oui,Vigilius,séculier,ecclésiastique,homme,Vigilius (3188)
conf.,oui,Vigor,séculier,ecclésiastique,homme,Vigor (3189)
conf.,oui,Villana,régulier,laïc,femme,Villana (3190)
martyr,oui,Vincentia,séculier,laïc,femme,Vincentia (3191)
conf.,oui,Vincentianus,régulier,ecclésiastique,homme,Vincentianus (3192)
martyr,non,Vincentius,séculier,laïc,homme,Vincentius (3193)
martyr,oui,Vincentius,séculier,laïc,homme,Vincentius (3194)
martyr,oui,Vincentius,séculier,laïc,homme,Vincentius (3195)
martyr,oui,Vincentius,séculier,ecclésiastique,homme,Vincentius (3196)
martyr,oui,Vincentius,séculier,ecclésiastique,homme,Vincentius (3197)
martyr,oui,Vincentius,séculier,laïc,homme,Vincentius (3198)
conf.,oui,Vincentius,régulier,ecclésiastique,homme,Vincentius (3199)
martyr,oui,Vincentius,séculier,laïc,homme,Vincentius (3200)
